Data;31/03/2024;31/12/2023;30/09/2023;30/06/2023;31/03/2023;31/12/2022;30/09/2022;30/06/2022;31/03/2022;31/12/2021;30/09/2021;30/06/2021;31/03/2021;31/12/2020;30/09/2020;30/06/2020;31/03/2020;
TotalPrestado(D¢lar);1.403.349;1.136.344;1.085.870;764.522;651.181;585.568;467.959;470.881;147.645;147.243;134.398;59.165;103.220;97.454;95.719;95.202;100.597;
